MFR URL,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,With,Standard/Approvals,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,UNSPSC,Warranty,Selling Qty,Selling UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,Specification Sheet,Discontinued,Actual Image (Yes/No)
,55227,Tools & Hardware,Power Tools,Cordless & Corded Power Tools,55227,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",,,Amana Tool Corp (AMATO),Amana Tool Corp,Amana Tool Corp,,55227,Tools & Hardware > Power Tools > Cordless & Corded Power Tools > Power Tools,"Amana Tool Corp, Amana Countersink/Stop 1/8"" Drill Tb, 55227","AMANA COUNTERSINK/STOP 1/8"" DRILL TB","Amana Tool Corp 55227 Amana Countersink/Stop 1/8"" Drill Tb","Amana Tool Corp, 55227 Amana Countersink/Stop 1/8"" Drill TB","Amana Tool Corp 55227 Amana Countersink/Stop 1/8"" Drill Tb","Amana Tool Corp, 55227 Amana Countersink/Stop 1/8"" Drill TB",,,,,,,Power Tools,,,,,,,,,,,,27112700,,1,EA,AMANATOOLCORP_55227.jpg,AMANATOOLCORP_55227_1.jpg,AMANATOOLCORP_55227_2.jpg,AMANATOOLCORP_55227_3.jpg,AMANATOOLCORP_55227_4.jpg,AMANATOOLCORP_55227_Specification_Sheet.pdf,No,Yes
,37300952,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,37300952,37300952,"095842 Fisch Plug Cutter 3/8""",,,-,Generic Manufacturer,-- Unbranded --,,37300952,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Generic Manufacturer -- Unbranded --, 095842 Fisch Plug Cutter 3/8"", 37300952","095842 FISCH PLUG CUTTER 3/8""","-- Unbranded -- 37300952 095842 Fisch Plug Cutter 3/8""","-- Unbranded --, 095842 Fisch Plug Cutter 3/8"", Part Number: 37300952","-- Unbranded -- 37300952 095842 Fisch Plug Cutter 3/8""","-- Unbranded --, 095842 Fisch Plug Cutter 3/8"", Part Number: 37300952",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,UNBRANDED_37300952.jpg,UNBRANDED_37300952_1.jpg,UNBRANDED_37300952_2.jpg,UNBRANDED_37300952_3.jpg,UNBRANDED_37300952_4.jpg,UNBRANDED_37300952_Specification_Sheet.pdf,No,Yes
,6008,Tools & Hardware,Power Tools,Cordless & Corded Power Tools,6008,6008,6008 Whiteside Router Bit,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,,6008,Tools & Hardware > Power Tools > Cordless & Corded Power Tools > Power Tools,"Whiteside Machine & Repair Co, Whiteside Router Bit, 6008 - Part Number: 6008",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 6008 Whiteside Router Bit,"Whiteside Machine & Repair Co, 6008 Whiteside Router Bit",Whiteside Machine & Repair Co 6008 Whiteside Router Bit,"Whiteside Machine & Repair Co, 6008 Whiteside Router Bit",,,,,,,Power Tools,,,,,,,,,,,,27112700,,1,EA,WHITESIDEMACHINEREPAIRCO_6008.jpg,WHITESIDEMACHINEREPAIRCO_6008_1.jpg,WHITESIDEMACHINEREPAIRCO_6008_2.jpg,WHITESIDEMACHINEREPAIRCO_6008_3.jpg,WHITESIDEMACHINEREPAIRCO_6008_4.jpg,WHITESIDEMACHINEREPAIRCO_6008_Specification_Sheet.pdf,No,Yes
,6009,Tools & Hardware,Power Tools,Cordless & Corded Power Tools,6009,6009,6009 Whiteside Router Bit,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,,6009,Tools & Hardware > Power Tools > Cordless & Corded Power Tools > Power Tools,"Whiteside Machine & Repair Co, Whiteside Router Bit, 6009 - Part Number: 6009",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 6009 Whiteside Router Bit,"Whiteside Machine & Repair Co, 6009 Whiteside Router Bit",Whiteside Machine & Repair Co 6009 Whiteside Router Bit,"Whiteside Machine & Repair Co, 6009 Whiteside Router Bit",,,,,,,Power Tools,,,,,,,,,,,,27112700,,1,EA,WHITESIDEMACHINEREPAIRCO_6009.jpg,WHITESIDEMACHINEREPAIRCO_6009_1.jpg,WHITESIDEMACHINEREPAIRCO_6009_2.jpg,WHITESIDEMACHINEREPAIRCO_6009_3.jpg,WHITESIDEMACHINEREPAIRCO_6009_4.jpg,WHITESIDEMACHINEREPAIRCO_6009_Specification_Sheet.pdf,No,Yes
,3000A,Tools & Hardware,Power Tools,Cordless & Corded Power Tools,3000A,3000A,3000A Whiteside Router Bit,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,Whiteside Machine & Repair Co,,3000A,Tools & Hardware > Power Tools > Cordless & Corded Power Tools > Power Tools,"Whiteside Machine & Repair Co, Whiteside Router Bit, 3000A - Part Number: 3000",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 3000A Whiteside Router Bit,"Whiteside Machine & Repair Co, 3000A Whiteside Router Bit",Whiteside Machine & Repair Co 3000A Whiteside Router Bit,"Whiteside Machine & Repair Co, 3000A Whiteside Router Bit",,,,,,,Power Tools,,,,,,,,,,,,27112700,,1,EA,WHITESIDEMACHINEREPAIRCO_3000A.jpg,WHITESIDEMACHINEREPAIRCO_3000A_1.jpg,WHITESIDEMACHINEREPAIRCO_3000A_2.jpg,WHITESIDEMACHINEREPAIRCO_3000A_3.jpg,WHITESIDEMACHINEREPAIRCO_3000A_4.jpg,WHITESIDEMACHINEREPAIRCO_3000A_Specification_Sheet.pdf,No,Yes
,MID6630201US,Tools & Abrasives,Abrasives,Sanding Belts & Sheets,MID6630201US,MID6630201US,MID6630201US Deos663XCV Sander,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,MIRKA®,Abranet®,MID6630201US,Tools & Abrasives > Abrasives > Sanding Belts & Sheets > Sanding Belts,"Mirka Abrasives Inc Mirka, Deos663Xcv Sander, Mid6630201Us - Part Number: MID6",DEOS663XCV SANDER,Mirka® Mid6630201Us Deos663Xcv Sander,"MIRKA®, MID6630201US Deos663XCV Sander",Mirka® Mid6630201Us Deos663Xcv Sander,"MIRKA®, MID6630201US Deos663XCV Sander",,,,,,,Sanding Belts,,,,,,,,,,,,31191501,,1,EA,MIRKA_MID6630201US.jpg,MIRKA_MID6630201US_1.jpg,MIRKA_MID6630201US_2.jpg,MIRKA_MID6630201US_3.jpg,MIRKA_MID6630201US_4.jpg,MIRKA_MID6630201US_Specification_Sheet.pdf,No,Yes
https://www.dewalt.com/product/DCF6202,DCF6202,Industrial MRO,Hardware & Supplies,General Maintenance,DCF6202,DCF6202,DCF6202 Dewalt Collated Attach,,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT®,Guaranteed Tough®,DCF6202,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Stanley Black & Decker Dewalt, Dewalt Collated Attach, Dcf6202",DEWALT COLLATED ATTACH,Dewalt® Dcf6202 Dewalt Collated Attach,"DEWALT®, DCF6202 Dewalt Collated Attach",Dewalt® Dcf6202 Dewalt Collated Attach,"DEWALT®, DCF6202 Dewalt Collated Attach",,,,,,,Industrial Supplies,,,,,,,,,,,,31160000,,1,EA,DEWALT_DCF6202.jpg,DEWALT_DCF6202_1.jpg,DEWALT_DCF6202_2.jpg,DEWALT_DCF6202_3.jpg,DEWALT_DCF6202_4.jpg,DEWALT_DCF6202_Specification_Sheet.pdf,No,Yes
,25468,Electrical & Hardware,Adhesives & Tapes,Electrical & Construction Tapes,25468,25468,25468 Mason Line Brd Green - 500',,,U S Tape Company (6694),U S Tape Company,U S TAPE®,DuraWheel®,25468,Electrical & Hardware > Adhesives & Tapes > Electrical & Construction Tapes > Electrical & Sealing Tapes,"U S Tape Company U S Tape, Mason Line Brd Green, 500', 25468",MASON LINE BRD GREEN - 500',U S Tape® 25468 Mason Line Brd Green - 500',"U S TAPE®, 25468 Mason Line Brd Green - 500'",U S Tape® 25468 Mason Line Brd Green - 500',"U S TAPE®, 25468 Mason Line Brd Green - 500'",,,,,,,Electrical & Sealing Tapes,,,,,,,,,,,,31201502,,1,EA,USTAPE_25468.jpg,USTAPE_25468_1.jpg,USTAPE_25468_2.jpg,USTAPE_25468_3.jpg,USTAPE_25468_4.jpg,USTAPE_25468_Specification_Sheet.pdf,No,Yes
,25762,Electrical & Hardware,Adhesives & Tapes,Electrical & Construction Tapes,25762,25762,25762 Mason Line Brd Pink - 1000',,,U S Tape Company (6694),U S Tape Company,U S TAPE®,DuraWheel®,25762,Electrical & Hardware > Adhesives & Tapes > Electrical & Construction Tapes > Electrical & Sealing Tapes,"U S Tape Company U S Tape, Mason Line Brd Pink, 1000', 25762",MASON LINE BRD PINK - 1000',U S Tape® 25762 Mason Line Brd Pink - 1000',"U S TAPE®, 25762 Mason Line Brd Pink - 1000'",U S Tape® 25762 Mason Line Brd Pink - 1000',"U S TAPE®, 25762 Mason Line Brd Pink - 1000'",,,,,,,Electrical & Sealing Tapes,,,,,,,,,,,,31201502,,1,EA,USTAPE_25762.jpg,USTAPE_25762_1.jpg,USTAPE_25762_2.jpg,USTAPE_25762_3.jpg,USTAPE_25762_4.jpg,USTAPE_25762_Specification_Sheet.pdf,No,Yes
,21839NN,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,21839NN,21839NN,"21839NN File Bstd Mill 10""",,Nicholson,-,Nicholson,Nicholson,,21839NN,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Nicholson, File Bstd Mill 10"", 21839Nn - Part Number: 21839NN","FILE BSTD MILL 10""","Nicholson 21839Nn File Bstd Mill 10""","Nicholson, 21839NN File Bstd Mill 10""","Nicholson 21839Nn File Bstd Mill 10""","Nicholson, 21839NN File Bstd Mill 10""",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,NICHOLSON_21839NN.jpg,NICHOLSON_21839NN_1.jpg,NICHOLSON_21839NN_2.jpg,NICHOLSON_21839NN_3.jpg,NICHOLSON_21839NN_4.jpg,NICHOLSON_21839NN_Specification_Sheet.pdf,No,Yes
,VN56920,Tools & Abrasives,Abrasives,Cutting & Grinding Wheels,VN56920,VN56920,"VN56920 10 1/2"" Saw Blade",,,Marshalltown Trowel (5155),Marshalltown Trowel,Marshalltown Trowel,,VN56920,Tools & Abrasives > Abrasives > Cutting & Grinding Wheels > Cut-Off Wheels & Blades,"Marshalltown Trowel, 10 1/2"" Saw Blade, Vn56920 - Part Number: VN56920","10 1/2"" SAW BLADE","Marshalltown Trowel Vn56920 10 1/2"" Saw Blade","Marshalltown Trowel, VN56920 10 1/2"" Saw Blade","Marshalltown Trowel Vn56920 10 1/2"" Saw Blade","Marshalltown Trowel, VN56920 10 1/2"" Saw Blade",,,,,,,Cut-Off Wheels & Blades,,,,,,,,,,,,31191600,,1,EA,MARSHALLTOWNTROWEL_VN56920.jpg,MARSHALLTOWNTROWEL_VN56920_1.jpg,MARSHALLTOWNTROWEL_VN56920_2.jpg,MARSHALLTOWNTROWEL_VN56920_3.jpg,MARSHALLTOWNTROWEL_VN56920_4.jpg,MARSHALLTOWNTROWEL_VN56920_Specification_Sheet.pdf,No,Yes
,133164,Industrial MRO,Hardware & Supplies,General Maintenance,133164,133164,133164 950/9 Hex Plus Spks - Multicolor,,,Wera Tools NA Inc (WERTO),Wera Tools,WERA®,Kraftform Kompakt®,133164,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Wera Tools Wera, 950/9 Hex Plus Spks, Multicolor, 133164 - Part Number: 133164",950/9 HEX PLUS SPKS - MULTICOLOR,Wera® 133164 950/9 Hex Plus Spks - Multicolor,"WERA®, 133164 950/9 Hex Plus Spks - Multicolor",Wera® 133164 950/9 Hex Plus Spks - Multicolor,"WERA®, 133164 950/9 Hex Plus Spks - Multicolor",,,,,,,Industrial Supplies,,,,,,,,,,,,31160000,,1,EA,WERA_133164.jpg,WERA_133164_1.jpg,WERA_133164_2.jpg,WERA_133164_3.jpg,WERA_133164_4.jpg,WERA_133164_Specification_Sheet.pdf,No,Yes
https://www.dewalt.com/product/DWHT10993,DWHT10993,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DWHT10993,DWHT10993,DWHT10993 Folding Knife,,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT®,Guaranteed Tough®,DWHT10993,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Stanley Black & Decker Dewalt, Folding Knife, Dwht10993 - Part Number: DWHT109",FOLDING KNIFE,Dewalt® Dwht10993 Folding Knife,"DEWALT®, DWHT10993 Folding Knife",Dewalt® Dwht10993 Folding Knife,"DEWALT®, DWHT10993 Folding Knife",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,DEWALT_DWHT10993.jpg,DEWALT_DWHT10993_1.jpg,DEWALT_DWHT10993_2.jpg,DEWALT_DWHT10993_3.jpg,DEWALT_DWHT10993_4.jpg,DEWALT_DWHT10993_Specification_Sheet.pdf,No,Yes
https://www.dewalt.com/product/DWHT10994,DWHT10994,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DWHT10994,DWHT10994,DWHT10994 Folding Knife,,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT®,Guaranteed Tough®,DWHT10994,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Stanley Black & Decker Dewalt, Folding Knife, Dwht10994 - Part Number: DWHT109",FOLDING KNIFE,Dewalt® Dwht10994 Folding Knife,"DEWALT®, DWHT10994 Folding Knife",Dewalt® Dwht10994 Folding Knife,"DEWALT®, DWHT10994 Folding Knife",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,DEWALT_DWHT10994.jpg,DEWALT_DWHT10994_1.jpg,DEWALT_DWHT10994_2.jpg,DEWALT_DWHT10994_3.jpg,DEWALT_DWHT10994_4.jpg,DEWALT_DWHT10994_Specification_Sheet.pdf,No,Yes
,QB22RU,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,QB22RU,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,QB22RU,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Vessel Tools Usa Inc, Vessel Carrying Bit Holder (Red), Qb22Ru",VESSEL CARRYING BIT HOLDER (RED),Vessel Tools Usa Inc Qb22Ru Vessel Carrying Bit Holder (Red),"Vessel Tools USA Inc, QB22RU Vessel Carrying Bit Holder (Red)",Vessel Tools Usa Inc Qb22Ru Vessel Carrying Bit Holder (Red),"Vessel Tools USA Inc, QB22RU Vessel Carrying Bit Holder (Red)",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,VESSELTOOLSUSAINC_QB22RU.jpg,VESSELTOOLSUSAINC_QB22RU_1.jpg,VESSELTOOLSUSAINC_QB22RU_2.jpg,VESSELTOOLSUSAINC_QB22RU_3.jpg,VESSELTOOLSUSAINC_QB22RU_4.jpg,VESSELTOOLSUSAINC_QB22RU_Specification_Sheet.pdf,No,Yes
,QB22KU,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,QB22KU,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,QB22KU,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Vessel Tools Usa Inc, Vessel Carrying Bit Holder (Black), Qb22Ku",VESSEL CARRYING BIT HOLDER (BLACK),Vessel Tools Usa Inc Qb22Ku Vessel Carrying Bit Holder (Black),"Vessel Tools USA Inc, QB22KU Vessel Carrying Bit Holder (Black), Finish / Color: Black",Vessel Tools Usa Inc Qb22Ku Vessel Carrying Bit Holder (Black),"Vessel Tools USA Inc, QB22KU Vessel Carrying Bit Holder (Black), Finish / Color: Black",Finish / Color: Black,,,,,,"Bits, Sockets & Hand Tools",Finish / Color,Black,,,,,,,,,,27111700,,1,EA,VESSELTOOLSUSAINC_QB22KU.jpg,VESSELTOOLSUSAINC_QB22KU_1.jpg,VESSELTOOLSUSAINC_QB22KU_2.jpg,VESSELTOOLSUSAINC_QB22KU_3.jpg,VESSELTOOLSUSAINC_QB22KU_4.jpg,VESSELTOOLSUSAINC_QB22KU_Specification_Sheet.pdf,No,Yes
,AVM6EV,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,AVM6EV,AVM6EV,AVM6 EV Mini Snip Red,,,Malco Prod (2370),Malco Prod,Malco Prod,,AVM6EV,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Malco Prod, Avm6 Ev Mini Snip Red, Avm6Ev - Part Number: AVM6EV",AVM6 EV MINI SNIP RED,Malco Prod Avm6Ev Avm6 Ev Mini Snip Red,"Malco Prod, AVM6 EV Mini Snip Red, Part Number: AVM6EV",Malco Prod Avm6Ev Avm6 Ev Mini Snip Red,"Malco Prod, AVM6 EV Mini Snip Red, Part Number: AVM6EV",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,MALCOPROD_AVM6EV.jpg,MALCOPROD_AVM6EV_1.jpg,MALCOPROD_AVM6EV_2.jpg,MALCOPROD_AVM6EV_3.jpg,MALCOPROD_AVM6EV_4.jpg,MALCOPROD_AVM6EV_Specification_Sheet.pdf,No,Yes
,AVM6EV,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,AVM6EV,AVM6EV,AVM7 EV Mini Snip Green,,,Malco Prod (2370),Malco Prod,Malco Prod,,AVM6EV,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Malco Prod, Avm7 Ev Mini Snip Green, Avm6Ev - Part Number: AVM6EV",AVM7 EV MINI SNIP GREEN,Malco Prod Avm6Ev Avm7 Ev Mini Snip Green,"Malco Prod, AVM7 EV Mini Snip Green, Part Number: AVM6EV",Malco Prod Avm6Ev Avm7 Ev Mini Snip Green,"Malco Prod, AVM7 EV Mini Snip Green, Part Number: AVM6EV",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,MALCOPROD_AVM6EV.jpg,MALCOPROD_AVM6EV_1.jpg,MALCOPROD_AVM6EV_2.jpg,MALCOPROD_AVM6EV_3.jpg,MALCOPROD_AVM6EV_4.jpg,MALCOPROD_AVM6EV_Specification_Sheet.pdf,No,Yes
,DSA0250B,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DSA0250B,DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",,Diablo,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DSA0250B,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Freud Inc Diablo, 1/4"" Square X1/4"" Hex, Socket Adapter, Dsa0250B","1/4"" SQUARE X1/4"" HEX - SOCKET ADPT","Diablo® Dsa0250B 1/4"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter","Diablo® Dsa0250B 1/4"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,DIABLO_DSA0250B.jpg,DIABLO_DSA0250B_1.jpg,DIABLO_DSA0250B_2.jpg,DIABLO_DSA0250B_3.jpg,DIABLO_DSA0250B_4.jpg,DIABLO_DSA0250B_Specification_Sheet.pdf,No,Yes
,DSA0375B,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DSA0375B,DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",,Diablo,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DSA0375B,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Freud Inc Diablo, 3/8"" Square X1/4"" Hex, Socket Adapter, Dsa0375B","3/8"" SQUARE X1/4"" HEX - SOCKET ADPT","Diablo® Dsa0375B 3/8"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter","Diablo® Dsa0375B 3/8"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,DIABLO_DSA0375B.jpg,DIABLO_DSA0375B_1.jpg,DIABLO_DSA0375B_2.jpg,DIABLO_DSA0375B_3.jpg,DIABLO_DSA0375B_4.jpg,DIABLO_DSA0375B_Specification_Sheet.pdf,No,Yes
,DSA0500B,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DSA0500B,DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",,Diablo,Freud Inc (2435),Freud Inc,DIABLO®,Steel Demon™,DSA0500B,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Freud Inc Diablo, 1/2"" Square X1/4"" Hex, Socket Adapter, Dsa0500B","1/2"" SQUARE X1/4"" HEX - SOCKET ADPT","Diablo® Dsa0500B 1/2"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter","Diablo® Dsa0500B 1/2"" Square X1/4"" Hex - Socket Adapter","DIABLO®, DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",,,,,,,"Bits, Sockets & Hand Tools",,,,,,,,,,,,27111700,,1,EA,DIABLO_DSA0500B.jpg,DIABLO_DSA0500B_1.jpg,DIABLO_DSA0500B_2.jpg,DIABLO_DSA0500B_3.jpg,DIABLO_DSA0500B_4.jpg,DIABLO_DSA0500B_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/42-04-9107,42-04-9107,Industrial MRO,Hardware & Supplies,General Maintenance,42-04-9107,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,42-04-9107,Industrial MRO > Hardware & Supplies > General Maintenance > Industrial Supplies,"Milwaukee Electric Tool Corp Milwaukee, Milw 3/8"" Drive Universal Joint,","MILW 3/8"" DRIVE UNIVERSAL JOINT","Milwaukee® 42-04-9107 Milw 3/8"" Drive Universal Joint","MILWAUKEE®, 42-04-9107 Milw 3/8"" Drive Universal Joint","Milwaukee® 42-04-9107 Milw 3/8"" Drive Universal Joint","MILWAUKEE®, 42-04-9107 Milw 3/8"" Drive Universal Joint",,,,,,,Industrial Supplies,,,,,,,,,,,,31160000,,1,EA,MILWAUKEE_42-04-9107.jpg,MILWAUKEE_42-04-9107_1.jpg,MILWAUKEE_42-04-9107_2.jpg,MILWAUKEE_42-04-9107_3.jpg,MILWAUKEE_42-04-9107_4.jpg,MILWAUKEE_42-04-9107_Specification_Sheet.pdf,No,Yes
https://www.milwaukeetool.com/Products/48-22-9491,48-22-9491,Tools & Hardware,Power Tools,Cordless & Corded Power Tools,48-22-9491,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,MILWAUKEE®,Heavy Duty™,48-22-9491,Tools & Hardware > Power Tools > Cordless & Corded Power Tools > Power Tools,"Milwaukee Electric Tool Corp Milwaukee, Milw 242Pc Ratchet & Socket Set 4,",MILW 242PC RATCHET & SOCKET SET,Milwaukee® 48-22-9491 Milw 242Pc Ratchet & Socket Set 4-Drawer Tool Box,"MILWAUKEE®, 48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box, Package Quantity: 242 pc",Milwaukee® 48-22-9491 Milw 242Pc Ratchet & Socket Set 4-Drawer Tool Box,"MILWAUKEE®, 48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box, Package Quantity: 242 pc",Package Quantity: 242 pc,,,,,,Power Tools,Package Quantity,242,pc,,,,,,,,,27112700,,1,EA,MILWAUKEE_48-22-9491.jpg,MILWAUKEE_48-22-9491_1.jpg,MILWAUKEE_48-22-9491_2.jpg,MILWAUKEE_48-22-9491_3.jpg,MILWAUKEE_48-22-9491_4.jpg,MILWAUKEE_48-22-9491_Specification_Sheet.pdf,No,Yes
https://www.dewalt.com/product/DWMT45422,DWMT45422,Tools & Hardware,Hand Tools & Accessories,Screwdriving & Fastening,DWMT45422,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",,,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT®,Guaranteed Tough®,DWMT45422,"Tools & Hardware > Hand Tools & Accessories > Screwdriving & Fastening > Bits, Sockets & Hand Tools","Stanley Black & Decker Dewalt, Dewalt 1/4"" Drive, 50Pc Mechanics Set, Dwmt45422","DEWALT 1/4"" DRIVE - 50PC MECHANICS SET","Dewalt® Dwmt45422 Dewalt 1/4"" Drive - 50Pc Mechanics Set","DEWALT®, DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set, Package Quantity: 50 pc","Dewalt® Dwmt45422 Dewalt 1/4"" Drive - 50Pc Mechanics Set","DEWALT®, DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set, Package Quantity: 50 pc",Package Quantity: 50 pc,,,,,,"Bits, Sockets & Hand Tools",Package Quantity,50,pc,,,,,,,,,27111700,,1,EA,DEWALT_DWMT45422.jpg,DEWALT_DWMT45422_1.jpg,DEWALT_DWMT45422_2.jpg,DEWALT_DWMT45422_3.jpg,DEWALT_DWMT45422_4.jpg,DEWALT_DWMT45422_Specification_Sheet.pdf,No,Yes
