MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,2909-21,,,,2909-21,2909-21,2909-21 Milw M18 Coil Roofing - Nailer Kit,,,Milwaukee,Milwaukee Accessory (4031),Milwaukee,Milwaukee,,2909-21,,,"Milwaukee, Milw M18 Coil Roofing, Nailer Kit, 2909-21, 2909-",MILW M18 COIL ROOFING - NAILER KIT,Milwaukee 2909-21 Milw M18 Coil Roofing - Nailer Kit,"Milwaukee, 2909-21 Milw M18 Coil Roofing - Nailer Kit",Milwaukee 2909-21 Milw M18 Coil Roofing - Nailer Kit,"Milwaukee, 2909-21 Milw M18 Coil Roofing - Nailer Kit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,918200,,,,918200,918200,918200 Paslode CT200S24 18Ga ST Brad Nailer,,,,National Nail Corp (7439),National Nail Corp,National Nail Corp,,918200,,,"National Nail Corp, Paslode Ct200S24 18Ga St Brad Nailer, 918200",PASLODE CT200S24 18GA ST BRAD NAILER,National Nail Corp 918200 Paslode Ct200S24 18Ga St Brad Nailer,"National Nail Corp, 918200 Paslode CT200S24 18Ga ST Brad Nailer",National Nail Corp 918200 Paslode Ct200S24 18Ga St Brad Nailer,"National Nail Corp, 918200 Paslode CT200S24 18Ga ST Brad Nailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2541-20,,,,2541-20,2541-20,2541-20 Milw M12 - Compact Brad Nailer (Bare),,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,2541-20,,,"Milwaukee Accessory, Milw M12, Compact Brad Nailer (Bare), 2541-20",MILW M12 - COMPACT BRAD NAILER (BARE),Milwaukee Accessory 2541-20 Milw M12 - Compact Brad Nailer (Bare),"Milwaukee Accessory, 2541-20 Milw M12 - Compact Brad Nailer (Bare)",Milwaukee Accessory 2541-20 Milw M12 - Compact Brad Nailer (Bare),"Milwaukee Accessory, 2541-20 Milw M12 - Compact Brad Nailer (Bare)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DCN930B,,,,DCN930B,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,DEWALT,,DCN930B,,,"DEWALT, Dewalt, Dewalt 20V 30 Degree, Framing Nailer, Dcn930B",DEWALT 20V 30 DEGREE - FRAMING NAILER,Dewalt Dcn930B Dewalt 20V 30 Degree - Framing Nailer,"DEWALT, DCN930B Dewalt 20V 30 Degree - Framing Nailer",Dewalt Dcn930B Dewalt 20V 30 Degree - Framing Nailer,"DEWALT, DCN930B Dewalt 20V 30 Degree - Framing Nailer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DCN930P1,,,,DCN930P1,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,,,DEWALT,Black & Decker/dewlt (2585),DEWALT,DEWALT,,DCN930P1,,,"DEWALT, Dewalt, Dewalt 20V 30 Degree, Framing Nailer Kit, Dcn930P1",DEWALT 20V 30 DEGREE - FRAMING NAILER,Dewalt Dcn930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,"DEWALT, DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit",Dewalt Dcn930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,"DEWALT, DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB04Z,,,,XNB04Z,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",,,,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XNB04Z,,,"Makita Usa Inc, Makita 18V 2"" Brad Nailer 18Ga (Bare), Xnb04Z","MAKITA 18V 2"" BRAD NAILER 18GA (BARE)","Makita Usa Inc Xnb04Z Makita 18V 2"" Brad Nailer 18Ga (Bare)","Makita Usa Inc, XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)","Makita Usa Inc Xnb04Z Makita 18V 2"" Brad Nailer 18Ga (Bare)","Makita Usa Inc, XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB05Z,,,,XNB05Z,XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",,,,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XNB05Z,,,"Makita Usa Inc, Makita 18V 2, 1/2"" Straight Finish Nailer 16Ga, Xnb05Z","MAKITA 18V 2-1/2"" STRAIGHT FINISH","Makita Usa Inc Xnb05Z Makita 18V 2-1/2"" Straight Finish Nailer 16Ga","Makita Usa Inc, XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA","Makita Usa Inc Xnb05Z Makita 18V 2-1/2"" Straight Finish Nailer 16Ga","Makita Usa Inc, XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB06Z,,,,XNB06Z,XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",,,,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XNB06Z,,,"Makita Usa Inc, Makita 18V 2, 1/2"" Angled Finish Nailer 16Ga, Xnb06Z","MAKITA 18V 2-1/2"" ANGLED FINISH NAILER","Makita Usa Inc Xnb06Z Makita 18V 2-1/2"" Angled Finish Nailer 16Ga","Makita Usa Inc, XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA","Makita Usa Inc Xnb06Z Makita 18V 2-1/2"" Angled Finish Nailer 16Ga","Makita Usa Inc, XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XNB07Z,,,,XNB07Z,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),,,,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XNB07Z,,,"Makita Usa Inc, Makita 18V Lxt Bl 30 Nailer (Bare), Xnb07Z, ",MAKITA 18V LXT BL 30 NAILER (BARE),Makita Usa Inc Xnb07Z Makita 18V Lxt Bl 30 Nailer (Bare),"Makita Usa Inc, XNB07Z Makita 18V LXT BL 30 Nailer (Bare)",Makita Usa Inc Xnb07Z Makita 18V Lxt Bl 30 Nailer (Bare),"Makita Usa Inc, XNB07Z Makita 18V LXT BL 30 Nailer (Bare)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DZN930,,,,DZN930,DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt,Black & Decker/dewlt,,DZN930,,,"Black & Decker/Dewlt, Dewalt 30 Degree, Framing Magazine, Dzn930",DEWALT 30 DEGREE - FRAMING MAGAZINE,Black & Decker/Dewlt Dzn930 Dewalt 30 Degree - Framing Magazine,"Black & Decker/dewlt, DZN930 Dewalt 30 Degree - Framing Magazine",Black & Decker/Dewlt Dzn930 Dewalt 30 Degree - Framing Magazine,"Black & Decker/dewlt, DZN930 Dewalt 30 Degree - Framing Magazine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,220USB25U,,,,220USB25U,220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,220USB25U,,,"Vessel Tools Usa Inc, Vessel Screwdriver W/25Pc Bit Set, 220Usb25U",VESSEL SCREWDRIVER W/25PC BIT SET,Vessel Tools Usa Inc 220Usb25U Vessel Screwdriver W/25Pc Bit Set,"Vessel Tools USA Inc, 220USB25U Vessel Screwdriver w/25pc Bit Set",Vessel Tools Usa Inc 220Usb25U Vessel Screwdriver W/25Pc Bit Set,"Vessel Tools USA Inc, 220USB25U Vessel Screwdriver w/25pc Bit Set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XRF03Z,,,,XRF03Z,XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,,,,Makita Usa Inc (5142),Makita Usa Inc,Makita Usa Inc,,XRF03Z,,,"Makita Usa Inc, Makita 18V Screwdriver, Autofeed, Xrf03Z, XR",MAKITA 18V SCREWDRIVER - AUTOFEED,Makita Usa Inc Xrf03Z Makita 18V Screwdriver - Autofeed,"Makita Usa Inc, XRF03Z Makita 18V Screwdriver - Autofeed",Makita Usa Inc Xrf03Z Makita 18V Screwdriver - Autofeed,"Makita Usa Inc, XRF03Z Makita 18V Screwdriver - Autofeed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,220USBP5U,,,,220USBP5U,220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,220USBP5U,,,"Vessel Tools Usa Inc, Vessel Screwdriver Plus W/5Pc Bit Set, 220Usbp5U",VESSEL SCREWDRIVER PLUS W/5PC BIT SET,Vessel Tools Usa Inc 220Usbp5U Vessel Screwdriver Plus W/5Pc Bit Set,"Vessel Tools USA Inc, 220USBP5U Vessel Screwdriver Plus w/5pc Bit Set",Vessel Tools Usa Inc 220Usbp5U Vessel Screwdriver Plus W/5Pc Bit Set,"Vessel Tools USA Inc, 220USBP5U Vessel Screwdriver Plus w/5pc Bit Set",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,49-66-4567,,,,49-66-4567,49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",,,,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-66-4567,,,"Milwaukee Accessory, Milw 6"" Magnetic, Impact Driver Set 6Pc, 49-66-4567","MILW 6"" MAGNETIC - IMPACT DRIVER SET 6PC","Milwaukee Accessory 49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6Pc","Milwaukee Accessory, 49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc","Milwaukee Accessory 49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6Pc","Milwaukee Accessory, 49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IBMG90K003,,,,IBMG90K003,IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,IBMG90K003,,,"Vessel Tools Usa Inc, Vessel Impact Ball Torsion Bit Assort 5Pc 3.5"", Ibmg90K003",VESSEL IMPACT BALL TORSION BIT ASSORT,"Vessel Tools Usa Inc Ibmg90K003 Vessel Impact Ball Torsion Bit Assort 5Pc 3.5""","Vessel Tools USA Inc, IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""","Vessel Tools Usa Inc Ibmg90K003 Vessel Impact Ball Torsion Bit Assort 5Pc 3.5""","Vessel Tools USA Inc, IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IBPH250P15T,,,,IBPH250P15T,IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel Tools USA Inc,,IBPH250P15T,,,"Vessel Tools Usa Inc, Vessel Torsion Bit 2"" 15Pc, Ibph250P15T","VESSEL TORSION BIT 2"" 15PC","Vessel Tools Usa Inc Ibph250P15T Vessel Torsion Bit 2"" 15Pc","Vessel Tools USA Inc, IBPH250P15T Vessel Torsion Bit 2"" 15pc","Vessel Tools Usa Inc Ibph250P15T Vessel Torsion Bit 2"" 15Pc","Vessel Tools USA Inc, IBPH250P15T Vessel Torsion Bit 2"" 15pc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH12B,,,,DPH12B,DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH12B,,,"Diablo, 2"" #1 Phillips Drive, Bit, Dph12B, DPH12B","2"" #1 PHILLIPS DRIVE - BIT","Diablo Dph12B 2"" #1 Phillips Drive - Bit","Diablo, DPH12B 2"" #1 Phillips Drive - Bit","Diablo Dph12B 2"" #1 Phillips Drive - Bit","Diablo, DPH12B 2"" #1 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH135B,,,,DPH135B,DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH135B,,,"Diablo, 3, 1/2"" #1 Phillips, Drive Bit, Dph135B, DPH135B","3-1/2"" #1 PHILLIPS - DRIVE BIT","Diablo Dph135B 3-1/2"" #1 Phillips - Drive Bit","Diablo, DPH135B 3-1/2"" #1 Phillips - Drive Bit","Diablo Dph135B 3-1/2"" #1 Phillips - Drive Bit","Diablo, DPH135B 3-1/2"" #1 Phillips - Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH21B,,,,DPH21B,DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH21B,,,"Diablo, 1"" #2 Phillips Drive, Bit, Dph21B, DPH21B","1"" #2 PHILLIPS DRIVE - BIT","Diablo Dph21B 1"" #2 Phillips Drive - Bit","Diablo, DPH21B 1"" #2 Phillips Drive - Bit","Diablo Dph21B 1"" #2 Phillips Drive - Bit","Diablo, DPH21B 1"" #2 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
